# GLIDER Experiment Data
# Experiment Name,Untitled Experiment
# Start Time,2026-03-03T08:58:36.058043
# Sample Interval (s),0.1

# Boards

# Devices

timestamp,elapsed_ms
2026-03-03T08:58:36.058,0.0
2026-03-03T08:58:36.163,105.3
2026-03-03T08:58:36.274,216.4
2026-03-03T08:58:36.385,327.8
2026-03-03T08:58:36.496,438.1
2026-03-03T08:58:36.611,553.0
2026-03-03T08:58:36.721,663.9
2026-03-03T08:58:36.832,774.3
2026-03-03T08:58:36.943,885.7
2026-03-03T08:58:37.053,995.9
2026-03-03T08:58:37.176,1118.0
2026-03-03T08:58:37.270,1212.9
2026-03-03T08:58:37.381,1323.8
2026-03-03T08:58:37.492,1434.8
2026-03-03T08:58:37.604,1546.0
2026-03-03T08:58:37.715,1657.5
2026-03-03T08:58:37.826,1768.5
2026-03-03T08:58:37.937,1879.6
2026-03-03T08:58:38.048,1990.3
2026-03-03T08:58:38.159,2101.4
2026-03-03T08:58:38.260,2202.8
2026-03-03T08:58:38.364,2306.8
2026-03-03T08:58:38.475,2417.8
2026-03-03T08:58:38.594,2536.4
2026-03-03T08:58:38.694,2636.4
2026-03-03T08:58:38.805,2747.3
2026-03-03T08:58:38.912,2854.6
2026-03-03T08:58:39.027,2969.5
2026-03-03T08:58:39.137,3079.7
2026-03-03T08:58:39.249,3191.3
2026-03-03T08:58:39.359,3301.6
2026-03-03T08:58:39.470,3412.5
2026-03-03T08:58:39.581,3523.5
2026-03-03T08:58:39.677,3619.2
2026-03-03T08:58:39.788,3730.5
2026-03-03T08:58:39.900,3842.0
2026-03-03T08:58:40.009,3951.7
2026-03-03T08:58:40.120,4062.5
2026-03-03T08:58:40.232,4174.0
2026-03-03T08:58:40.343,4285.4
2026-03-03T08:58:40.453,4395.9
2026-03-03T08:58:40.564,4506.7
2026-03-03T08:58:40.675,4617.8
2026-03-03T08:58:40.771,4713.2
2026-03-03T08:58:40.882,4824.3
2026-03-03T08:58:40.993,4935.0
2026-03-03T08:58:41.090,5032.0

# End Time,2026-03-03T08:58:41.090063
# Duration (s),5.03
