# GLIDER Experiment Data
# Experiment Name,Untitled Experiment
# Start Time,2026-03-03T08:58:46.199758
# Sample Interval (s),0.1

# Boards

# Devices

timestamp,elapsed_ms
2026-03-03T08:58:46.199,0.0
2026-03-03T08:58:46.311,111.7
2026-03-03T08:58:46.423,223.4
2026-03-03T08:58:46.534,334.9
2026-03-03T08:58:46.630,430.5
2026-03-03T08:58:46.741,542.0
2026-03-03T08:58:46.859,659.9
2026-03-03T08:58:46.980,780.3
2026-03-03T08:58:47.090,890.8
2026-03-03T08:58:47.199,999.6
2026-03-03T08:58:47.312,1112.6
2026-03-03T08:58:47.423,1223.3
2026-03-03T08:58:47.527,1327.6
2026-03-03T08:58:47.639,1439.6
2026-03-03T08:58:47.750,1551.2
2026-03-03T08:58:47.849,1649.7
2026-03-03T08:58:47.959,1759.6
2026-03-03T08:58:48.068,1868.7
2026-03-03T08:58:48.178,1978.5
2026-03-03T08:58:48.293,2093.3
2026-03-03T08:58:48.405,2205.6
2026-03-03T08:58:48.517,2318.0
2026-03-03T08:58:48.629,2429.4
2026-03-03T08:58:48.740,2540.3
2026-03-03T08:58:48.851,2651.8
2026-03-03T08:58:48.963,2763.7
2026-03-03T08:58:49.075,2875.3
2026-03-03T08:58:49.187,2987.3
2026-03-03T08:58:49.299,3099.5
2026-03-03T08:58:49.411,3212.1
2026-03-03T08:58:49.523,3323.6
2026-03-03T08:58:49.635,3435.4
2026-03-03T08:58:49.746,3546.7
2026-03-03T08:58:49.858,3658.4
2026-03-03T08:58:49.969,3769.3
2026-03-03T08:58:50.080,3880.5
2026-03-03T08:58:50.191,3992.2
2026-03-03T08:58:50.301,4102.1
2026-03-03T08:58:50.413,4214.1
2026-03-03T08:58:50.525,4325.5
2026-03-03T08:58:50.636,4437.2
2026-03-03T08:58:50.748,4549.2
2026-03-03T08:58:50.861,4661.7
2026-03-03T08:58:50.973,4773.3
2026-03-03T08:58:51.068,4868.7
2026-03-03T08:58:51.181,4981.5
2026-03-03T08:58:51.232,5032.4

# End Time,2026-03-03T08:58:51.232118
# Duration (s),5.03
